,Unnamed: 0_x,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Unnamed: 0_y,mean_duration,mean_distance,predicted_fare,tip_percent,generous,day,am_rush,daytime,pm_rush,nighttime,month
11601,101820579,2,2017-12-02 01:31:17,2017-12-02 01:46:29,6,3.25,1,N,234,262,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,11601,22.023333333333333,3.964,17.152698741730728,0.2,1,saturday,0,0,0,1,dec
11603,112030814,2,2017-01-17 19:28:17,2017-01-17 19:40:32,2,1.92,1,N,161,236,1,10.0,1.0,0.5,1.77,0.0,0.3,13.57,11603,11.855376344086022,2.052258064516129,10.417149504909624,0.15,0,tuesday,0,0,1,0,jan
11604,45042444,2,2017-05-25 20:10:23,2017-05-25 20:11:57,1,0.41,1,N,48,50,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,11604,4.503174603174603,0.7014285714285714,5.651374690111783,0.2,1,thursday,0,0,0,1,may
11605,12000513,1,2017-02-15 18:54:03,2017-02-15 19:02:37,1,1.3,1,N,48,142,1,7.5,1.0,0.5,1.0,0.0,0.3,10.3,11605,6.738709677419355,1.042258064516129,7.064252010846699,0.108,0,wednesday,0,0,1,0,feb
11607,28304452,1,2017-04-05 23:48:16,2017-04-05 23:49:38,1,0.4,1,N,237,236,1,3.5,0.5,0.5,1.0,0.0,0.3,5.8,11607,6.557258064516129,1.0374193548387096,7.00397178793284,0.208,1,wednesday,0,0,0,1,apr
11608,107690629,2,2017-12-19 17:00:56,2017-12-19 18:41:56,2,23.0,3,N,151,1,1,99.5,1.0,0.0,10.0,12.5,0.3,123.3,11608,88.78333333333333,23.0,73.63006680819421,0.088,0,tuesday,0,0,1,0,dec
11612,93100628,2,2017-11-03 19:59:35,2017-11-03 20:39:45,1,8.96,1,N,138,79,1,35.0,0.5,0.5,10.52,5.76,0.3,52.58,11612,31.916666666666668,10.9675,33.759874773787544,0.25,1,friday,0,0,1,0,nov
11613,36776065,2,2017-05-01 10:37:56,2017-05-01 10:43:01,6,0.93,1,N,236,262,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3,11613,6.801149425287357,0.8841379310344828,6.767100097136756,0.159,0,monday,0,1,0,0,may
11614,13068273,1,2017-02-18 19:17:57,2017-02-18 19:19:28,1,0.3,1,N,249,249,1,3.5,0.0,0.5,0.0,0.0,0.3,4.3,11614,2.556349206349206,0.41,4.637118243358275,0.0,0,saturday,0,0,1,0,feb
11615,635989,1,2017-01-03 07:51:59,2017-01-03 08:00:59,1,1.3,1,N,50,161,1,7.5,0.0,0.5,2.45,0.0,0.3,10.75,11615,13.395238095238096,1.5114285714285711,9.856850165058448,0.295,1,tuesday,1,0,0,0,jan
11617,88666094,1,2017-10-21 00:40:58,2017-10-21 00:52:58,1,1.7,1,N,114,164,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,11617,11.33,1.7079999999999995,9.67223235318463,0.199,0,saturday,0,0,0,1,oct
11618,111356541,1,2017-01-15 08:56:09,2017-01-15 09:00:15,1,1.1,1,N,230,186,1,5.5,0.0,0.5,2.0,0.0,0.3,8.3,11618,7.659929078014184,0.9285106382978724,7.094660555916976,0.317,1,sunday,1,0,0,0,jan
11619,19431969,1,2017-03-08 09:01:53,2017-03-08 09:36:19,1,3.2,1,N,237,162,1,22.0,0.0,0.5,2.0,0.0,0.3,24.8,11619,8.184126984126985,1.0392063492063492,7.461542693407435,0.088,0,wednesday,1,0,0,0,mar
11621,61155614,1,2017-07-18 19:35:34,2017-07-18 19:42:06,1,1.2,1,N,162,229,1,6.5,1.0,0.5,1.66,0.0,0.3,9.96,11621,6.098765432098765,0.6692592592592592,6.1423510098965295,0.2,1,tuesday,0,0,1,0,jul
11622,90744409,1,2017-10-27 15:13:17,2017-10-27 15:26:15,1,1.6,1,N,239,237,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35,11622,10.541111111111112,1.5799999999999998,9.196999003819478,0.199,0,friday,0,1,0,0,oct
11623,88852550,2,2017-10-21 15:59:12,2017-10-21 16:53:03,1,22.64,2,N,233,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,11623,58.48333333333333,17.40888888888889,52.0,0.2,1,saturday,0,1,0,0,oct
11624,84122218,1,2017-10-06 18:46:54,2017-10-06 18:57:02,1,2.6,1,N,223,138,1,10.0,1.0,0.5,2.35,0.0,0.3,14.15,11624,10.133333333333333,2.6,11.115856449630195,0.199,0,friday,0,0,1,0,oct
11627,107792123,2,2017-12-19 22:13:36,2017-12-19 22:36:10,1,4.04,1,N,249,181,1,18.0,0.5,0.5,2.7,0.0,0.3,22.0,11627,31.376666666666665,6.314,24.33568299441217,0.14,0,tuesday,0,0,0,1,dec
11628,56494990,2,2017-07-01 09:23:01,2017-07-01 09:37:58,2,4.05,1,N,144,141,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36,11628,22.3,4.19,17.592019083554085,0.2,1,saturday,1,0,0,0,jul
11630,10849378,2,2017-02-14 18:58:42,2017-02-14 19:16:49,1,2.1,1,N,164,79,1,12.0,1.0,0.5,1.2,0.0,0.3,15.0,11630,12.395238095238096,2.0171428571428573,10.47576554285818,0.087,0,tuesday,0,0,1,0,feb
11631,8162231,2,2017-02-03 21:14:54,2017-02-03 21:26:36,1,1.41,1,N,79,186,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,11631,14.468055555555557,2.02,11.059919755151382,0.2,1,friday,0,0,0,1,feb
11632,98337032,2,2017-11-19 19:37:01,2017-11-19 19:48:01,1,0.89,1,N,170,170,1,8.0,0.0,0.5,2.0,0.0,0.3,10.8,11632,4.700952380952381,0.5094285714285713,5.323950897258793,0.227,1,sunday,0,0,1,0,nov
11633,78414501,2,2017-09-17 20:22:38,2017-09-17 20:34:11,1,1.49,1,N,100,162,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3,11633,11.11590909090909,1.2163636363636363,8.522950891289996,0.097,0,sunday,0,0,0,1,sep
11634,17067978,1,2017-03-02 01:15:22,2017-03-02 01:32:10,1,4.5,1,N,239,113,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8,11634,18.666666666666668,4.336666666666667,16.95808011594862,0.119,0,thursday,0,0,0,1,mar
11635,73493786,1,2017-09-01 08:52:00,2017-09-01 08:56:39,1,0.9,1,N,166,238,1,5.5,0.0,0.5,1.5,0.0,0.3,7.8,11635,6.997777777777778,1.3033333333333337,7.656820821299444,0.238,1,friday,1,0,0,0,sep
11638,54105173,2,2017-06-25 07:51:58,2017-06-25 08:20:56,1,21.17,1,N,132,174,1,56.0,0.0,0.5,12.51,5.76,0.3,75.07,11638,28.966666666666665,21.17,53.26815981132452,0.2,1,sunday,1,0,0,0,jun
11639,77755555,2,2017-09-15 19:34:58,2017-09-15 19:43:56,2,1.53,1,N,75,141,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,11639,10.344444444444443,1.7955555555555556,9.48393750401703,0.2,1,friday,0,0,1,0,sep
11640,63547603,2,2017-07-26 20:35:53,2017-07-26 20:45:53,1,1.41,1,N,211,79,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,11640,9.129629629629628,1.2666666666666666,8.068884396099929,0.2,1,wednesday,0,0,0,1,jul
11641,79918077,2,2017-09-23 02:24:21,2017-09-23 02:36:21,2,3.66,1,N,229,145,1,13.0,0.5,0.5,2.0,0.0,0.3,16.3,11641,11.794444444444444,2.9766666666666666,12.24230659341493,0.14,0,saturday,0,0,0,1,sep
11642,46874945,1,2017-06-10 09:55:29,2017-06-10 10:00:06,1,0.9,1,N,163,161,1,5.5,0.0,0.5,1.55,0.0,0.3,7.85,11642,8.524761904761904,0.8322857142857143,7.144252158020145,0.246,1,saturday,1,0,0,0,jun
11643,76822164,1,2017-09-12 23:04:23,2017-09-12 23:17:37,1,3.5,1,N,41,143,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,11643,15.7,3.1666666666666665,13.798597570978789,0.25,1,tuesday,0,0,0,1,sep
11645,13165565,2,2017-02-19 00:41:06,2017-02-19 00:53:12,1,2.87,1,N,4,170,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,11645,11.0125,2.295,10.643598945441813,0.2,1,sunday,0,0,0,1,feb
11646,39105750,2,2017-05-07 23:40:21,2017-05-08 00:08:00,1,10.77,1,N,132,61,1,32.5,0.5,0.5,8.45,0.0,0.3,42.25,11646,32.333333333333336,10.69,33.32315184424834,0.25,1,sunday,0,0,0,1,may
11647,39330486,2,2017-05-15 22:33:37,2017-05-15 22:48:26,2,3.07,1,N,48,236,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16,11647,19.2625,2.97875,14.33056610888139,0.2,1,monday,0,0,0,1,may
11648,40724966,2,2017-05-19 19:41:26,2017-05-19 19:47:58,1,0.9,1,N,161,68,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36,11648,14.04035087719298,1.927894736842105,10.757012993224608,0.2,1,friday,0,0,1,0,may
11649,38662932,1,2017-05-06 17:51:29,2017-05-06 18:13:38,1,2.4,1,N,231,79,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95,11649,12.901190476190475,2.0535714285714284,10.799358666213497,0.199,0,saturday,0,0,1,0,may
11650,2712582,2,2017-01-11 02:18:05,2017-01-11 02:24:03,1,0.98,1,N,113,158,1,6.0,0.5,0.5,1.82,0.0,0.3,9.12,11650,8.007692307692308,0.9530769230769232,7.13086411295393,0.249,1,wednesday,0,0,0,1,jan
11651,85779640,1,2017-10-12 08:49:14,2017-10-12 09:00:17,1,0.6,1,N,137,107,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,11651,5.736363636363636,0.6836363636363636,6.06986634955036,0.199,0,thursday,1,0,0,0,oct
11652,104283003,1,2017-12-09 12:26:33,2017-12-09 12:38:58,1,1.7,1,N,79,170,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35,11652,8.98030303030303,1.6231818181818185,8.847477518674594,0.199,0,saturday,0,1,0,0,dec
11653,33617573,2,2017-04-23 16:13:09,2017-04-23 16:24:08,1,1.5,1,N,249,231,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,11653,8.643333333333334,1.4113333333333336,8.221465559186893,0.2,1,sunday,0,0,1,0,apr
11654,104229577,2,2017-12-09 10:03:43,2017-12-09 10:11:45,1,1.17,1,N,43,43,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,11654,7.580701754385965,1.2989473684210526,7.700954572777181,0.2,1,saturday,0,1,0,0,dec
11655,57119877,2,2017-07-04 11:36:55,2017-07-04 11:48:13,1,3.64,1,N,186,238,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,11655,14.338888888888889,3.305,13.58462107686258,0.2,1,tuesday,0,1,0,0,jul
11656,33902384,2,2017-04-24 14:50:33,2017-04-24 15:07:08,1,1.63,1,N,140,162,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,11656,11.234126984126984,1.4966666666666666,9.114529760399714,0.2,1,monday,0,1,0,0,apr
11658,99538514,2,2017-11-24 11:42:48,2017-11-24 11:48:34,1,1.0,1,N,163,237,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,11658,5.8568181818181815,0.7531818181818182,6.13226942884775,0.2,1,friday,0,1,0,0,nov
11661,94724686,1,2017-11-08 21:24:15,2017-11-08 21:43:55,1,3.0,1,N,13,25,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35,11661,19.666666666666668,3.0,14.573440644825526,0.199,0,wednesday,0,0,0,1,nov
11662,69615079,2,2017-08-17 16:44:25,2017-08-17 16:55:19,1,0.82,1,N,161,186,1,8.0,1.0,0.5,0.0,0.0,0.3,9.8,11662,15.78063063063063,1.2713513513513512,9.934312733833735,0.0,0,thursday,0,0,1,0,aug
11663,51158960,1,2017-06-16 21:56:51,2017-06-16 22:07:54,2,2.3,1,N,141,238,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,11663,16.01388888888889,2.375,12.330626644275718,0.2,1,friday,0,0,0,1,jun
11667,74110627,2,2017-09-03 20:51:33,2017-09-03 20:54:19,5,0.67,1,N,186,68,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,11667,6.94,0.8345,6.684865194047581,0.2,1,sunday,0,0,0,1,sep
11668,40101281,2,2017-05-20 18:26:25,2017-05-20 18:33:49,1,0.76,1,N,137,170,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49,11668,6.839130434782609,0.7204347826086956,6.341144703707266,0.3,1,saturday,0,0,1,0,may
11670,108831789,2,2017-12-23 01:55:17,2017-12-23 02:02:29,1,1.49,1,N,107,233,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,11670,11.608333333333334,1.3471428571428572,8.920988378411277,0.2,1,saturday,0,0,0,1,dec
11671,67488195,2,2017-08-09 19:48:52,2017-08-09 20:04:31,1,1.59,1,N,48,229,1,11.0,1.0,0.5,2.0,0.0,0.3,14.8,11671,15.620238095238095,1.6871428571428573,10.71814129586442,0.156,0,wednesday,0,0,1,0,aug
11673,24059634,2,2017-03-23 00:26:57,2017-03-23 00:57:14,2,21.72,2,N,132,13,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2,11673,51.33888888888888,20.86,52.0,0.25,1,thursday,0,0,0,1,mar
11674,9331809,2,2017-02-09 18:39:15,2017-02-09 19:00:10,1,9.29,1,N,138,161,1,27.0,1.0,0.5,6.0,5.54,0.3,40.34,11674,44.22222222222222,10.131388888888887,35.52778007751794,0.175,0,thursday,0,0,1,0,feb
11675,84438664,2,2017-10-07 18:08:12,2017-10-07 18:21:44,3,1.55,1,N,90,161,1,10.0,0.0,0.5,2.0,0.0,0.3,12.8,11675,15.867460317460315,1.768571428571429,10.993535219323626,0.185,0,saturday,0,0,1,0,oct
11677,110561010,2,2017-12-30 13:16:19,2017-12-30 13:21:38,2,0.97,1,N,236,237,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,11677,8.305228758169935,1.0023529411764704,7.3341601820104705,0.2,1,saturday,0,1,0,0,dec
11678,28027969,1,2017-04-05 09:25:35,2017-04-05 09:40:15,1,2.3,1,N,263,142,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,11678,17.847916666666666,2.53375,13.136739735145817,0.2,1,wednesday,1,0,0,0,apr
11679,56101252,2,2017-06-10 03:51:15,2017-06-10 03:56:07,1,1.34,1,N,249,125,1,6.0,0.5,0.5,1.82,0.0,0.3,9.12,11679,6.179166666666666,1.0025,6.719068354398899,0.249,1,saturday,0,0,0,1,jun
11685,621409,1,2017-01-03 06:48:25,2017-01-03 06:56:10,1,1.0,1,N,68,230,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,11685,13.116666666666667,1.3257692307692308,9.409127418271195,0.199,0,tuesday,1,0,0,0,jan
11686,103368994,1,2017-12-06 21:33:04,2017-12-06 21:43:19,1,1.5,1,N,90,50,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8,11686,10.534615384615384,1.8684615384615384,9.770032357327617,0.102,0,wednesday,0,0,0,1,dec
11687,108649775,1,2017-12-22 13:31:17,2017-12-22 13:52:46,2,1.9,1,N,107,230,1,14.5,0.0,0.5,3.05,0.0,0.3,18.35,11687,15.916666666666666,2.1075,11.770420907292316,0.199,0,friday,0,1,0,0,dec
11688,69738603,2,2017-08-17 23:46:15,2017-08-17 23:54:19,1,1.35,1,N,238,75,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8,11688,7.35,1.27,7.578886397007333,0.0,0,thursday,0,0,0,1,aug
11689,12337373,2,2017-02-16 18:01:50,2017-02-16 18:08:15,1,0.92,1,N,43,236,1,6.0,1.0,0.5,3.0,0.0,0.3,10.8,11689,10.399462365591395,1.2558064516129033,8.40161397207218,0.385,1,thursday,0,0,1,0,feb
11690,47478283,2,2017-06-02 08:47:00,2017-06-02 08:57:32,5,0.67,1,N,229,162,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,11690,8.207246376811593,0.6791304347826087,6.728894782663313,0.2,1,friday,1,0,0,0,jun
11691,14992840,1,2017-02-24 23:08:37,2017-02-24 23:23:38,1,1.9,1,N,161,141,1,11.0,0.5,0.5,2.0,0.0,0.3,14.3,11691,10.624242424242423,1.449090909090909,8.959322814304105,0.163,0,friday,0,0,0,1,feb
11692,25174418,2,2017-03-27 19:31:00,2017-03-27 19:44:22,5,3.91,1,N,161,74,1,13.5,1.0,0.5,3.82,0.0,0.3,19.12,11692,14.55,4.1675,15.45058737065104,0.25,1,monday,0,0,1,0,mar
11694,79878608,1,2017-09-23 00:14:59,2017-09-23 00:31:40,4,2.8,1,N,233,114,1,13.0,0.5,0.5,2.0,0.0,0.3,16.3,11694,16.469444444444445,2.638333333333333,13.026659867974706,0.14,0,saturday,0,0,0,1,sep
11695,72460034,2,2017-08-28 11:50:13,2017-08-28 11:51:43,2,0.18,1,N,113,113,1,3.0,0.0,0.5,0.76,0.0,0.3,4.56,11695,5.343589743589744,0.8346153846153845,6.173389160430173,0.2,1,monday,0,1,0,0,aug
11698,47946324,2,2017-06-03 13:43:11,2017-06-03 14:11:06,1,7.85,1,N,238,12,1,27.0,0.0,0.5,3.2,0.0,0.3,31.0,11698,27.916666666666668,7.85,26.43104249997212,0.115,0,saturday,0,1,0,0,jun
11699,21855446,2,2017-03-16 22:22:12,2017-03-16 22:29:54,3,0.89,1,N,237,141,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,11699,5.8807017543859645,0.791578947368421,6.259583255438549,0.2,1,thursday,0,0,0,1,mar
11700,705470,2,2017-01-03 12:26:09,2017-01-03 12:27:07,1,0.0,2,N,24,24,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34,11700,2.475,0.2,52.0,0.0,0,tuesday,0,1,0,0,jan
11701,91778202,2,2017-10-30 18:23:29,2017-10-30 18:50:00,1,9.62,1,N,132,265,1,28.5,1.0,0.5,6.06,0.0,0.3,36.36,11701,30.07361111111111,14.885833333333332,41.05398797856145,0.2,1,monday,0,0,1,0,oct
11702,58507659,2,2017-07-09 17:27:44,2017-07-09 17:36:08,1,1.31,1,N,161,50,1,7.5,0.0,0.5,2.49,0.0,0.3,10.79,11702,10.895238095238096,1.36,8.747606833396617,0.3,1,sunday,0,0,1,0,jul
11704,105576372,1,2017-12-13 12:51:37,2017-12-13 13:03:17,1,0.8,1,N,237,162,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,11704,8.184126984126985,1.0392063492063492,7.461542693407435,0.199,0,wednesday,0,1,0,0,dec
11705,84756628,2,2017-10-08 18:52:21,2017-10-08 19:19:55,3,4.62,1,N,90,97,1,19.5,0.0,0.5,5.08,0.0,0.3,25.38,11705,27.566666666666663,4.62,19.94075541354928,0.25,1,sunday,0,0,1,0,oct
11706,28169207,2,2017-04-05 17:34:16,2017-04-05 17:43:40,2,1.17,1,N,236,237,1,8.0,1.0,0.5,1.0,0.0,0.3,10.8,11706,8.305228758169935,1.0023529411764704,7.3341601820104705,0.102,0,wednesday,0,0,1,0,apr
11708,61375931,1,2017-07-19 13:18:19,2017-07-19 13:30:43,1,1.1,1,N,239,143,1,9.0,0.0,0.5,2.9,0.0,0.3,12.7,11708,5.385185185185185,0.7937037037037037,6.191205272739994,0.296,1,wednesday,0,1,0,0,jul
11709,92413113,2,2017-11-01 19:20:42,2017-11-01 19:31:28,1,1.03,1,N,107,162,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,11709,10.026515151515152,1.5677272727272729,8.919131482647373,0.2,1,wednesday,0,0,1,0,nov
11710,29076506,1,2017-04-08 00:53:12,2017-04-08 00:56:47,1,0.6,1,N,163,50,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25,11710,16.44814814814815,1.0744444444444443,9.838002878773624,0.25,1,saturday,0,0,0,1,apr
11711,109155772,1,2017-12-24 13:46:08,2017-12-24 13:53:16,2,1.1,1,N,237,236,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,11711,6.557258064516129,1.0374193548387096,7.026037213935058,0.199,0,sunday,0,1,0,0,dec
11713,50934052,1,2017-06-16 09:15:32,2017-06-16 09:20:34,4,0.7,1,N,140,262,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,11713,5.100641025641026,0.8657692307692308,6.321606076481961,0.198,0,friday,1,0,0,0,jun
11715,40593413,1,2017-05-19 12:15:43,2017-05-19 12:29:27,1,2.1,1,N,262,162,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75,11715,14.325,2.38,11.847207541460312,0.199,0,friday,0,1,0,0,may
11716,87521383,1,2017-10-17 16:28:52,2017-10-17 16:35:07,1,1.1,1,N,161,233,1,6.5,1.0,0.5,2.05,0.0,0.3,10.35,11716,8.418518518518518,0.9522222222222224,7.353612306940925,0.247,1,tuesday,0,0,1,0,oct
11717,66407728,2,2017-08-05 18:46:10,2017-08-05 19:00:05,6,1.72,1,N,158,211,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,11717,10.59375,1.4125,8.878419770867719,0.2,1,saturday,0,0,1,0,aug
11719,39723143,1,2017-05-17 01:02:26,2017-05-17 01:29:34,1,12.2,1,N,132,181,1,35.0,0.5,0.5,7.25,0.0,0.3,43.55,11719,42.69761904761905,17.358571428571427,49.61444022825623,0.2,1,wednesday,0,0,0,1,may
11720,54500015,1,2017-06-26 16:43:16,2017-06-26 16:46:17,1,0.6,1,N,107,79,1,4.5,1.0,0.5,1.55,0.0,0.3,7.85,11720,8.735483870967743,0.9903225806451612,7.517994114334014,0.246,1,monday,0,0,1,0,jun
11721,17872608,1,2017-03-04 00:03:37,2017-03-04 00:08:30,1,0.6,1,N,264,264,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,11721,15.618772563176892,3.1915162454873647,13.825449693673685,0.198,0,saturday,0,0,0,1,mar
11722,111051147,2,2017-01-01 16:47:25,2017-01-01 17:00:37,6,2.56,1,N,161,161,1,12.0,0.0,0.5,1.0,0.0,0.3,13.8,11722,6.574999999999999,0.5097916666666666,5.957991466483242,0.078,0,sunday,0,0,1,0,jan
11723,84227398,1,2017-10-07 00:32:52,2017-10-07 00:41:22,1,0.9,1,N,246,90,1,7.0,0.5,0.5,2.05,0.0,0.3,10.35,11723,6.916666666666667,1.0775,7.184144534433303,0.247,1,saturday,0,0,0,1,oct
11724,111673024,1,2017-01-16 16:06:10,2017-01-16 16:20:55,2,1.8,1,N,186,233,1,10.5,0.0,0.5,2.0,0.0,0.3,13.3,11724,14.825,1.5607142857142855,10.376135348094826,0.177,0,monday,0,0,1,0,jan
11727,11705860,2,2017-02-14 21:13:38,2017-02-14 21:22:25,1,1.03,1,N,181,181,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,11727,7.766666666666667,1.0066666666666666,7.1703947988348,0.25,1,tuesday,0,0,0,1,feb
11728,33214660,2,2017-04-22 14:45:43,2017-04-22 15:04:26,3,3.42,1,N,107,140,1,14.0,0.0,0.5,2.5,0.0,0.3,17.3,11728,18.383333333333333,2.801428571428571,13.753916659255214,0.169,0,saturday,0,1,0,0,apr
11730,52190410,2,2017-06-19 21:33:46,2017-06-19 21:35:49,1,0.7,1,N,263,236,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,11730,4.675520833333334,0.65,5.596984446830571,0.2,1,monday,0,0,0,1,jun
11731,81869256,1,2017-09-29 13:50:09,2017-09-29 14:03:15,1,1.8,1,N,231,113,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,11731,11.755555555555556,1.7546666666666666,9.883989331324798,0.199,0,friday,0,1,0,0,sep
11732,39203645,2,2017-05-21 15:59:00,2017-05-21 16:06:51,4,1.94,1,N,162,79,1,8.5,0.0,0.5,1.5,0.0,0.3,10.8,11732,15.949019607843136,2.454705882352941,12.405690014364922,0.161,0,sunday,0,1,0,0,may
11735,53704283,2,2017-06-23 23:25:57,2017-06-23 23:34:49,5,1.9,1,N,239,141,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,11735,14.93529411764706,1.9958823529411764,11.230511929890556,0.2,1,friday,0,0,0,1,jun
11737,102627199,2,2017-12-04 17:01:18,2017-12-04 17:16:20,1,1.54,1,N,100,163,1,10.5,1.0,0.5,1.75,0.0,0.3,14.05,11737,11.472,1.2656,8.720443284767185,0.142,0,monday,0,0,1,0,dec
11738,69239927,2,2017-08-16 10:19:39,2017-08-16 10:37:42,1,2.31,1,N,140,233,1,13.5,0.0,0.5,3.58,0.0,0.3,17.88,11738,12.051388888888887,1.7408333333333337,9.829178075336785,0.25,1,wednesday,0,1,0,0,aug
11739,108043153,1,2017-12-20 18:57:19,2017-12-20 19:12:48,1,2.4,1,N,249,209,1,12.0,1.0,0.5,3.45,0.0,0.3,17.25,11739,13.133333333333336,2.27,11.29544152539031,0.25,1,wednesday,0,0,1,0,dec
11740,77914885,1,2017-09-16 09:14:03,2017-09-16 09:21:08,1,1.7,1,N,142,100,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,11740,12.304761904761904,1.6228571428571428,9.774586168862283,0.199,0,saturday,1,0,0,0,sep
11741,95689599,1,2017-11-11 18:55:26,2017-11-11 19:00:12,1,0.6,1,N,141,237,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,11741,4.926754385964912,0.6136842105263158,5.704528316822488,0.198,0,saturday,0,0,1,0,nov
11742,13326928,1,2017-02-19 15:28:03,2017-02-19 15:48:49,1,1.9,1,N,90,148,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15,11742,17.94375,2.44875,12.994095924291388,0.199,0,sunday,0,1,0,0,feb
11743,38005826,2,2017-05-04 21:38:27,2017-05-04 22:16:11,3,7.23,1,N,100,40,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,11743,37.73333333333333,7.23,27.979171430489245,0.2,1,thursday,0,0,0,1,may
11744,22025842,1,2017-03-17 13:20:38,2017-03-17 14:01:56,1,1.0,1,N,50,163,1,23.0,0.0,0.5,6.2,0.0,0.3,30.0,11744,11.16060606060606,1.0754545454545454,8.364423147285603,0.261,1,friday,0,1,0,0,mar
11745,107650710,2,2017-12-19 15:25:38,2017-12-19 15:27:25,1,0.43,1,N,234,234,1,3.5,0.0,0.5,1.0,0.0,0.3,5.3,11745,4.899074074074075,0.5183333333333333,5.396986062383125,0.233,1,tuesday,0,1,0,0,dec
11746,100607501,1,2017-11-28 13:46:13,2017-11-28 13:53:19,1,0.8,1,N,230,186,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,11746,7.659929078014184,0.9285106382978724,7.094660555916976,0.199,0,tuesday,0,1,0,0,nov
11747,22011333,2,2017-03-17 12:06:23,2017-03-17 12:54:29,5,2.17,1,N,142,68,1,26.5,0.0,0.5,4.1,0.0,0.3,31.4,11747,15.973529411764709,1.8776470588235292,11.28463264000221,0.15,0,friday,0,1,0,0,mar
11748,70677921,2,2017-08-21 16:39:16,2017-08-21 16:49:31,1,2.26,1,N,231,234,1,10.0,1.0,0.5,3.54,0.0,0.3,15.34,11748,13.58921568627451,2.5294117647058822,11.829817890992016,0.3,1,monday,0,0,1,0,aug
11749,50073132,1,2017-06-27 18:37:29,2017-06-27 18:41:02,1,0.6,1,N,237,141,1,4.5,1.0,0.5,1.25,0.0,0.3,7.55,11749,5.8807017543859645,0.791578947368421,6.325254707351314,0.198,0,tuesday,0,0,1,0,jun
11750,17292353,2,2017-03-02 17:35:36,2017-03-02 17:41:22,2,1.01,1,N,238,142,1,6.0,1.0,0.5,1.0,0.0,0.3,8.8,11750,6.985135135135135,1.3116216216216217,7.5820726649404735,0.128,0,thursday,0,0,1,0,mar
